stars_list,avg_rating,num_movies,rating_class,relative_freq,weighted_score
Christophe Malavoy,0.596,5,0,0.001068533608587591,0.0006368460307182042
Margarida Vila-Nova,0.6439999999999999,5,1,0.001068533608587591,0.0006881356439304084
Sophie Kargman,0.592,5,0,0.001068533608587591,0.0006325718962838537
Rod La Rocque,0.542,5,0,0.001068533608587591,0.0005791452158544743
Chris Fries,0.722,5,1,0.001068533608587591,0.0007714812654002406
Yumi Takada,0.624,5,1,0.001068533608587591,0.0006667649717586568
Betsy Blair,0.616,5,1,0.001068533608587591,0.000658216702889956
Rod Navarro,0.6,5,0,0.001068533608587591,0.0006411201651525545
Christopher Alan,0.29000000000000004,5,0,0.001068533608587591,0.0003098747464904014
Betsey Brown,0.406,5,0,0.001068533608587591,0.00043382464508656194
Enzo Tarascio,0.6279999999999999,5,1,0.001068533608587591,0.000671039106193007
Gabriella Pession,0.672,5,1,0.001068533608587591,0.0007180545849708611
Christopher Allport,0.442,5,0,0.001068533608587591,0.0004722918549957152
Rod Roddy,0.6359999999999999,5,1,0.001068533608587591,0.0006795873750617077
Myles Jeffrey,0.548,5,0,0.001068533608587591,0.0005855564175059998
Kunal Nayyar,0.612,5,0,0.001068533608587591,0.0006539425684556056
Kosai Khauli,0.64,5,1,0.001068533608587591,0.0006838615094960582
Red Hot Chili Peppers,0.692,5,1,0.001068533608587591,0.0007394252571426128
Luke Newberry,0.608,5,0,0.001068533608587591,0.0006496684340212553
Metawin Opas-Iamkajorn,0.716,5,1,0.001068533608587591,0.000765070063748715
Jeff Hephner,0.636,5,1,0.001068533608587591,0.0006795873750617079
Jesse Jackson,0.722,5,1,0.001068533608587591,0.0007714812654002406
Dick Sargent,0.5900000000000001,5,0,0.001068533608587591,0.0006304348290666787
Luke Newton,0.578,5,0,0.001068533608587591,0.0006176124257636275
Jack Donnelly,0.442,5,0,0.001068533608587591,0.0004722918549957152
Sophie Monk,0.32999999999999996,5,0,0.001068533608587591,0.00035261609083390495
Nicholas Guest,0.628,5,1,0.001068533608587591,0.0006710391061930071
Allen Deng,0.72,5,1,0.001068533608587591,0.0007693441981830654
Myles Pollard,0.598,5,0,0.001068533608587591,0.0006389830979353793
Kosha Engler,0.63,5,1,0.001068533608587591,0.0006731761734101823
Glenn Plummer,0.48200000000000004,5,0,0.001068533608587591,0.0005150331993392189
Bleuette Bernon,0.6980000000000001,5,1,0.001068533608587591,0.0007458364587941385
Betty Aberlin,0.71,5,1,0.001068533608587591,0.0007586588620971895
Glenn Saxson,0.49000000000000005,5,0,0.001068533608587591,0.0005235814682079196
Rajeev Khandelwal,0.64,5,1,0.001068533608587591,0.0006838615094960582
Raj Mehra,0.674,5,1,0.001068533608587591,0.0007201916521880363
Jerzy Radziwilowicz,0.674,5,1,0.001068533608587591,0.0007201916521880363
Dick York,0.6900000000000001,5,1,0.001068533608587591,0.0007372881899254378
Lionnel Astier,0.712,5,1,0.001068533608587591,0.0007607959293143647
Nada Sargin,0.562,5,0,0.001068533608587591,0.0006005158880262262
Joel Higgins,0.666,5,1,0.001068533608587591,0.0007116433833193356
Rainey Qualley,0.5700000000000001,5,0,0.001068533608587591,0.0006090641568949268
Ksenia Solo,0.624,5,1,0.001068533608587591,0.0006667649717586568
Giuseppe Fiorello,0.5820000000000001,5,0,0.001068533608587591,0.000621886560197978
Amr Abdulgalil,0.5559999999999999,5,0,0.001068533608587591,0.0005941046863747005
David Walton,0.624,5,1,0.001068533608587591,0.0006667649717586568
Christine Bottomley,0.6980000000000001,5,1,0.001068533608587591,0.0007458364587941385
Joel Jackson,0.6439999999999999,5,1,0.001068533608587591,0.0006881356439304084
Josephine Hutchinson,0.596,5,0,0.001068533608587591,0.0006368460307182042
Fatima Ptacek,0.5279999999999999,5,0,0.001068533608587591,0.0005641857453342479
Christine Chatelain,0.576,5,0,0.001068533608587591,0.0006154753585464523
Chris Lemmon,0.462,5,0,0.001068533608587591,0.000493662527167467
Jaideep Ahlawat,0.6599999999999999,5,1,0.001068533608587591,0.0007052321816678099
Koutarou Nishiyama,0.764,5,1,0.001068533608587591,0.0008163596769609194
Kseniya Rappoport,0.624,5,1,0.001068533608587591,0.0006667649717586568
Acha Septriasa,0.58,5,0,0.001068533608587591,0.0006197494929808027
Eric Burdon,0.6900000000000001,5,1,0.001068533608587591,0.0007372881899254378
Amparo Muñoz,0.596,5,0,0.001068533608587591,0.0006368460307182042
Rimi Sen,0.634,5,1,0.001068533608587591,0.0006774503078445326
Ivan Franek,0.522,5,0,0.001068533608587591,0.0005577745436827225
Stefan Ashton Frank,0.632,5,1,0.001068533608587591,0.0006753132406273574
Gabor Maté,0.774,5,1,0.001068533608587591,0.0008270450130467954
Tao Liu,0.654,5,1,0.001068533608587591,0.0006988209800162844
Naomi Battrick,0.682,5,1,0.001068533608587591,0.000728739921056737
Wendy Makkena,0.6,5,0,0.001068533608587591,0.0006411201651525545
Allan Hyde,0.608,5,0,0.001068533608587591,0.0006496684340212553
Lior Raz,0.716,5,1,0.001068533608587591,0.000765070063748715
Steven Vidler,0.608,5,0,0.001068533608587591,0.0006496684340212553
Nicholas Markgraf,0.586,5,0,0.001068533608587591,0.0006261606946323282
Steven Van Zandt,0.664,5,1,0.001068533608587591,0.0007095063161021604
Rachel Butera,0.62,5,1,0.001068533608587591,0.0006624908373243063
Ye-rim Kim,0.792,5,1,0.001068533608587591,0.000846278618001372
Gia Crovatin,0.48200000000000004,5,0,0.001068533608587591,0.0005150331993392189
Tim Healy,0.836,5,1,0.001068533608587591,0.0008932940967792259
Gia Carides,0.518,5,0,0.001068533608587591,0.0005535004092483721
Margaret Ying Drake,0.526,5,0,0.001068533608587591,0.0005620486781170728
Kei Satô,0.726,5,1,0.001068533608587591,0.0007757553998345909
Dayton Allen,0.712,5,1,0.001068533608587591,0.0007607959293143647
Sorrell Booke,0.532,5,0,0.001068533608587591,0.0005684598797685984
Jack DeLeon,0.484,5,0,0.001068533608587591,0.000517170266556394
Amr Waked,0.596,5,0,0.001068533608587591,0.0006368460307182042
Mikhail Kononov,0.71,5,1,0.001068533608587591,0.0007586588620971895
Winston Hibler,0.64,5,1,0.001068533608587591,0.0006838615094960582
Amber Riley,0.536,5,0,0.001068533608587591,0.0005727340142029488
Raj Arjun,0.672,5,1,0.001068533608587591,0.0007180545849708611
Amrita Acharia,0.506,5,0,0.001068533608587591,0.000540678005945321
Ghassan Massoud,0.6980000000000001,5,1,0.001068533608587591,0.0007458364587941385
Isaiah Mustafa,0.612,5,0,0.001068533608587591,0.0006539425684556056
Regina Wan,0.6900000000000001,5,1,0.001068533608587591,0.0007372881899254378
Chandramohan,0.716,5,1,0.001068533608587591,0.000765070063748715
Stefan Gordy,0.616,5,1,0.001068533608587591,0.000658216702889956
Erina Mano,0.61,5,0,0.001068533608587591,0.0006518055012384304
Amrita Singh,0.45599999999999996,5,0,0.001068533608587591,0.0004872513255159414
Kuei-Mei Yang,0.692,5,1,0.001068533608587591,0.0007394252571426128
Chris Johnson,0.506,5,0,0.001068533608587591,0.000540678005945321
Sang-Jung Kim,0.708,5,1,0.001068533608587591,0.0007565217948800144
Tim Minchin,0.714,5,1,0.001068533608587591,0.0007629329965315398
Amruta Khanvilkar,0.568,5,0,0.001068533608587591,0.0006069270896777516
Jake Canuso,0.654,5,1,0.001068533608587591,0.0006988209800162844
Masoud Rayegan,0.51,5,0,0.001068533608587591,0.0005449521403796713
Bex Taylor-Klaus,0.648,5,1,0.001068533608587591,0.0006924097783647589
Christine Elise,0.546,5,0,0.001068533608587591,0.0005834193502888247
Robert Rodriguez,0.71,5,1,0.001068533608587591,0.0007586588620971895
Tim Lagasse,0.592,5,0,0.001068533608587591,0.0006325718962838537
Wayne Bartholomew,0.662,5,1,0.001068533608587591,0.0007073692488849852
Rocco Siffredi,0.546,5,0,0.001068533608587591,0.0005834193502888247
Devayani,0.6679999999999999,5,1,0.001068533608587591,0.0007137804505365107
Kuan Tai Chen,0.616,5,1,0.001068533608587591,0.000658216702889956
Brock Powell,0.54,5,0,0.001068533608587591,0.0005770081486372991
Nick Nevern,0.472,5,0,0.001068533608587591,0.0005043478632533429
Keiichi Noda,0.73,5,1,0.001068533608587591,0.0007800295342689414
Chandrachur Singh,0.542,5,0,0.001068533608587591,0.0005791452158544743
Allen Covert,0.576,5,0,0.001068533608587591,0.0006154753585464523
Adrianna Chlebicka,0.5599999999999999,5,0,0.001068533608587591,0.0005983788208090508
Karyn Bryant,0.6779999999999999,5,1,0.001068533608587591,0.0007244657866223866
Jack Dempsey,0.678,5,1,0.001068533608587591,0.0007244657866223867
Dick van den Toorn,0.602,5,0,0.001068533608587591,0.0006432572323697297
Kouka,0.648,5,1,0.001068533608587591,0.0006924097783647589
Rachael Markarian,0.568,5,0,0.001068533608587591,0.0006069270896777516
Bextiyar Gülnezer,0.6559999999999999,5,1,0.001068533608587591,0.0007009580472334596
Beto Kusyairy,0.632,5,1,0.001068533608587591,0.0006753132406273574
Jeff Geddis,0.576,5,0,0.001068533608587591,0.0006154753585464523
Lio,0.496,5,0,0.001068533608587591,0.0005299926698594451
José Carreras,0.742,5,1,0.001068533608587591,0.0007928519375719924
Tank Jones,0.434,5,0,0.001068533608587591,0.00046374358612701446
Park Hoon,0.692,5,1,0.001068533608587591,0.0007394252571426128
Wim Wenders,0.736,5,1,0.001068533608587591,0.0007864407359204669
Brittany Lauda,0.588,5,0,0.001068533608587591,0.0006282977618495034
Gopichand,0.522,5,0,0.001068533608587591,0.0005577745436827225
Bernie Ecclestone,0.7060000000000001,5,1,0.001068533608587591,0.0007543847276628393
Goran D. Kleut,0.488,5,0,0.001068533608587591,0.0005214444009907443
Werner Hinz,0.626,5,1,0.001068533608587591,0.0006689020389758319
Kevin Spirtas,0.48600000000000004,5,0,0.001068533608587591,0.0005193073337735692
Rebel,0.44800000000000006,5,0,0.001068533608587591,0.0004787030566472408
Miodrag Radonjic,0.664,5,1,0.001068533608587591,0.0007095063161021604
Konstantin Lavronenko,0.65,5,1,0.001068533608587591,0.0006945468455819341
Tina Desai,0.74,5,1,0.001068533608587591,0.0007907148703548173
Lydia Wilson,0.596,5,0,0.001068533608587591,0.0006368460307182042
Aleksey Batalov,0.77,5,1,0.001068533608587591,0.000822770878612445
Jerry Verno,0.554,5,0,0.001068533608587591,0.0005919676191575254
Amy Palant,0.554,5,0,0.001068533608587591,0.0005919676191575254
Werner Klemperer,0.606,5,0,0.001068533608587591,0.0006475313668040801
Tina Barrett,0.58,5,0,0.001068533608587591,0.0006197494929808027
Mirelly Taylor,0.466,5,0,0.001068533608587591,0.0004979366616018174
Rakeen Saad,0.6980000000000001,5,1,0.001068533608587591,0.0007458364587941385
Amy Matysio,0.42400000000000004,5,0,0.001068533608587591,0.00045305825004113856
Kevin T. Collins,0.796,5,1,0.001068533608587591,0.0008505527524357224
Lino Capolicchio,0.662,5,1,0.001068533608587591,0.0007073692488849852
Christopher Gable,0.678,5,1,0.001068533608587591,0.0007244657866223867
Gong Seung-Yeon,0.7220000000000001,5,1,0.001068533608587591,0.0007714812654002407
Enn Reitel,0.682,5,1,0.001068533608587591,0.000728739921056737
Amy Louise Pemberton,0.694,5,1,0.001068533608587591,0.000741562324359788
Thom Adcox-Hernandez,0.71,5,1,0.001068533608587591,0.0007586588620971895
Jennifer Blanc-Biehn,0.292,5,0,0.001068533608587591,0.00031201181370757653
Karl Pilkington,0.724,5,1,0.001068533608587591,0.0007736183326174158
Michael Brian Rawlins,0.6719999999999999,5,1,0.001068533608587591,0.000718054584970861
Katherine Jackson,0.6719999999999999,5,1,0.001068533608587591,0.000718054584970861
Amy Lyndon,0.518,5,0,0.001068533608587591,0.0005535004092483721
Alaya F,0.628,5,1,0.001068533608587591,0.0006710391061930071
Félix Gómez,0.606,5,0,0.001068533608587591,0.0006475313668040801
Amy Manson,0.43200000000000005,5,0,0.001068533608587591,0.00046160651890983934
Faye Marsay,0.674,5,1,0.001068533608587591,0.0007201916521880363
Berrak Tüzünataç,0.658,5,1,0.001068533608587591,0.0007030951144506349
Mat Fraser,0.64,5,1,0.001068533608587591,0.0006838615094960582
My Chemical Romance,0.8039999999999999,5,1,0.001068533608587591,0.000859101021304423
Soo-bin Bae,0.686,5,1,0.001068533608587591,0.0007330140554910875
Christopher Lee Parson,0.682,5,1,0.001068533608587591,0.000728739921056737
Ralf Wolter,0.554,5,0,0.001068533608587591,0.0005919676191575254
Kwang-ryul Jun,0.726,5,1,0.001068533608587591,0.0007757553998345909
Michael Burns,0.6,5,0,0.001068533608587591,0.0006411201651525545
Isabella Gomez,0.538,5,0,0.001068533608587591,0.0005748710814201239
Christopher Lowell,0.636,5,1,0.001068533608587591,0.0006795873750617079
Naomi Nishida,0.654,5,1,0.001068533608587591,0.0006988209800162844
Delhi Ganesh,0.654,5,1,0.001068533608587591,0.0006988209800162844
Park Jin-young,0.75,5,1,0.001068533608587591,0.0008014002064406932
Gerardo Reyes,0.532,5,0,0.001068533608587591,0.0005684598797685984
Merrin Dungey,0.636,5,1,0.001068533608587591,0.0006795873750617079
Isabella Ferrari,0.516,5,0,0.001068533608587591,0.0005513633420311969
Merrill McCormick,0.524,5,0,0.001068533608587591,0.0005599116108998977
Brittany Daniel,0.46799999999999997,5,0,0.001068533608587591,0.0005000737288189925
Linh-Dan Pham,0.618,5,1,0.001068533608587591,0.0006603537701071312
Sonya Cassidy,0.616,5,1,0.001068533608587591,0.000658216702889956
Christopher Massey,0.584,5,0,0.001068533608587591,0.0006240236274151531
Alfred Hewston,0.572,5,0,0.001068533608587591,0.0006112012241121019
Nadia Lutfi,0.584,5,0,0.001068533608587591,0.0006240236274151531
Matthew Page,0.646,5,1,0.001068533608587591,0.0006902727111475838
Gabrielle Nevaeh,0.592,5,0,0.001068533608587591,0.0006325718962838537
Nazeeh Tarsha,0.69,5,1,0.001068533608587591,0.0007372881899254377
Bob Buchholz,0.678,5,1,0.001068533608587591,0.0007244657866223867
Fátima Molina,0.6060000000000001,5,0,0.001068533608587591,0.0006475313668040802
Megumi Odaka,0.626,5,1,0.001068533608587591,0.0006689020389758319
Mary Howard,0.5740000000000001,5,0,0.001068533608587591,0.0006133382913292773
Tina Ivlev,0.584,5,0,0.001068533608587591,0.0006240236274151531
Nickolas Grace,0.682,5,1,0.001068533608587591,0.000728739921056737
Christopher Kirby,0.568,5,0,0.001068533608587591,0.0006069270896777516
Matthew Patrick,0.77,5,1,0.001068533608587591,0.000822770878612445
Gordon Banks,0.728,5,1,0.001068533608587591,0.0007778924670517662
Soo-Hyun Hong,0.666,5,1,0.001068533608587591,0.0007116433833193356
Karl John,0.682,5,1,0.001068533608587591,0.000728739921056737
Amy Price-Francis,0.506,5,0,0.001068533608587591,0.000540678005945321
Qinqin Jiang,0.658,5,1,0.001068533608587591,0.0007030951144506349
Chris Cleveland,0.45199999999999996,5,0,0.001068533608587591,0.00048297719108159103
Link Neal,0.7939999999999999,5,1,0.001068533608587591,0.0008484156852185471
Nicholas Burns,0.674,5,1,0.001068533608587591,0.0007201916521880363
Kevin Sizemore,0.4720000000000001,5,0,0.001068533608587591,0.000504347863253343
Amy Lindsay,0.42800000000000005,5,0,0.001068533608587591,0.00045733238447548895
Mary Kornman,0.546,5,0,0.001068533608587591,0.0005834193502888247
Christopher Backus,0.4640000000000001,5,0,0.001068533608587591,0.0004957995943846423
Gerran Howell,0.672,5,1,0.001068533608587591,0.0007180545849708611
Magnus Härenstam,0.48,5,0,0.001068533608587591,0.0005128961321220437
Timothy Carhart,0.562,5,0,0.001068533608587591,0.0006005158880262262
Ivan Mikolaychuk,0.736,5,1,0.001068533608587591,0.0007864407359204669
Enrique Rocha,0.654,5,1,0.001068533608587591,0.0006988209800162844
Chris Ellis,0.612,5,0,0.001068533608587591,0.0006539425684556056
Gloria Steinem,0.55,5,0,0.001068533608587591,0.000587693484723175
Beth Karas,0.648,5,1,0.001068533608587591,0.0006924097783647589
Paris Jackson,0.648,5,1,0.001068533608587591,0.0006924097783647589
David Stollery,0.7300000000000001,5,1,0.001068533608587591,0.0007800295342689415
Tanner Beard,0.714,5,1,0.001068533608587591,0.0007629329965315398
Timothy DeLaGhetto,0.596,5,0,0.001068533608587591,0.0006368460307182042
Chris Eigeman,0.5820000000000001,5,0,0.001068533608587591,0.000621886560197978
Scarlett Estevez,0.674,5,1,0.001068533608587591,0.0007201916521880363
Dimitri Leonidas,0.58,5,0,0.001068533608587591,0.0006197494929808027
Bruno Debrandt,0.664,5,1,0.001068533608587591,0.0007095063161021604
Rodney A. Grant,0.6759999999999999,5,1,0.001068533608587591,0.0007223287194052113
Master P,0.45,5,0,0.001068533608587591,0.0004808401238644159
Nanni Moretti,0.664,5,1,0.001068533608587591,0.0007095063161021604
Joey Bishop,0.586,5,0,0.001068533608587591,0.0006261606946323282
Christopher Bowman,0.20800000000000002,5,0,0.001068533608587591,0.00022225499058621892
Alba Flores,0.6839999999999999,5,1,0.001068533608587591,0.0007308769882739121
Ljubomir Bulajic,0.526,5,0,0.001068533608587591,0.0005620486781170728
Gloria Dickson,0.524,5,0,0.001068533608587591,0.0005599116108998977
Mary Mouser,0.63,5,1,0.001068533608587591,0.0006731761734101823
Gloria Estefan,0.6599999999999999,5,1,0.001068533608587591,0.0007052321816678099
Kevin Tighe,0.63,5,1,0.001068533608587591,0.0006731761734101823
Enzo Cerusico,0.522,5,0,0.001068533608587591,0.0005577745436827225
Enzo Cannavale,0.5519999999999999,5,0,0.001068533608587591,0.0005898305519403501
Jin-hee Ji,0.728,5,1,0.001068533608587591,0.0007778924670517662
Amber Connor,0.654,5,1,0.001068533608587591,0.0006988209800162844
Jordan Gelber,0.666,5,1,0.001068533608587591,0.0007116433833193356
Joey Ansah,0.6439999999999999,5,1,0.001068533608587591,0.0006881356439304084
Adrian Martinez,0.596,5,0,0.001068533608587591,0.0006368460307182042
Timofey Tribuntsev,0.542,5,0,0.001068533608587591,0.0005791452158544743
Brittany Underwood,0.45199999999999996,5,0,0.001068533608587591,0.00048297719108159103
Red Barber,0.774,5,1,0.001068533608587591,0.0008270450130467954
Demetria McKinney,0.596,5,0,0.001068533608587591,0.0006368460307182042
Gerry Adams,0.6759999999999999,5,1,0.001068533608587591,0.0007223287194052113
Yoon-young Choi,0.554,5,0,0.001068533608587591,0.0005919676191575254
Beth Behrs,0.628,5,1,0.001068533608587591,0.0006710391061930071
Korapat Kirdpan,0.77,5,1,0.001068533608587591,0.000822770878612445
Amy Hargreaves,0.616,5,1,0.001068533608587591,0.000658216702889956
Rodney Eastman,0.492,5,0,0.001068533608587591,0.0005257185354250947
Gabrielle Dennis,0.58,5,0,0.001068533608587591,0.0006197494929808027
Mary Long,0.608,5,0,0.001068533608587591,0.0006496684340212553
Enrique Arce,0.55,5,0,0.001068533608587591,0.000587693484723175
Amy James-Kelly,0.6559999999999999,5,1,0.001068533608587591,0.0007009580472334596
Rajneesh Duggal,0.6359999999999999,5,1,0.001068533608587591,0.0006795873750617077
Jeff Burrell,0.6220000000000001,5,1,0.001068533608587591,0.0006646279045414816
Faye Grant,0.586,5,0,0.001068533608587591,0.0006261606946323282
Alba Baptista,0.722,5,1,0.001068533608587591,0.0007714812654002406
Karl Theobald,0.7,5,1,0.001068533608587591,0.0007479735260113136
Thom Green,0.658,5,1,0.001068533608587591,0.0007030951144506349
David Sobolov,0.67,5,1,0.001068533608587591,0.0007159175177536859
Myha'la Herrold,0.646,5,1,0.001068533608587591,0.0006902727111475838
Adam Lundgren,0.63,5,1,0.001068533608587591,0.0006731761734101823
Timothy Van Patten,0.528,5,0,0.001068533608587591,0.000564185745334248
Mert Firat,0.6439999999999999,5,1,0.001068533608587591,0.0006881356439304084
Amy Lee,0.71,5,1,0.001068533608587591,0.0007586588620971895
Gerlinde Locker,0.41600000000000004,5,0,0.001068533608587591,0.00044450998117243784
Nazanin Boniadi,0.65,5,1,0.001068533608587591,0.0006945468455819341
Quinn K. Redeker,0.616,5,1,0.001068533608587591,0.000658216702889956
Jai,0.6679999999999999,5,1,0.001068533608587591,0.0007137804505365107
Jake Hoffman,0.522,5,0,0.001068533608587591,0.0005577745436827225
Tarô Shigaki,0.706,5,1,0.001068533608587591,0.0007543847276628391
Enrique Lizalde,0.708,5,1,0.001068533608587591,0.0007565217948800144
Joshua Garcia,0.65,5,1,0.001068533608587591,0.0006945468455819341
Michael Bolton,0.7060000000000001,5,1,0.001068533608587591,0.0007543847276628393
Katherine DeMille,0.518,5,0,0.001068533608587591,0.0005535004092483721
José Andrés,0.744,5,1,0.001068533608587591,0.0007949890047891676
Glynis Barber,0.5820000000000001,5,0,0.001068533608587591,0.000621886560197978
Satomi Akesaka,0.706,5,1,0.001068533608587591,0.0007543847276628391
Lisa Maria Potthoff,0.65,5,1,0.001068533608587591,0.0006945468455819341
Amy Hill,0.602,5,0,0.001068533608587591,0.0006432572323697297
David Starkey,0.764,5,1,0.001068533608587591,0.0008163596769609194
Mervat Amin,0.5740000000000001,5,0,0.001068533608587591,0.0006133382913292773
Brittany O'Grady,0.564,5,0,0.001068533608587591,0.0006026529552434012
G. Bock,0.69,5,1,0.001068533608587591,0.0007372881899254377
Christopher Collet,0.5479999999999999,5,0,0.001068533608587591,0.0005855564175059997
Amy Huberman,0.6599999999999999,5,1,0.001068533608587591,0.0007052321816678099
Kurt Kasznar,0.55,5,0,0.001068533608587591,0.000587693484723175
Mala Emde,0.648,5,1,0.001068533608587591,0.0006924097783647589
Jeff Schine,0.738,5,1,0.001068533608587591,0.000788577803137642
Kevin Joy,0.516,5,0,0.001068533608587591,0.0005513633420311969
Brooklynn Prince,0.5599999999999999,5,0,0.001068533608587591,0.0005983788208090508
Reeve Carney,0.6900000000000001,5,1,0.001068533608587591,0.0007372881899254378
Erich Anderson,0.5900000000000001,5,0,0.001068533608587591,0.0006304348290666787
Nick Blood,0.506,5,0,0.001068533608587591,0.000540678005945321
Erika Alexander,0.6359999999999999,5,1,0.001068533608587591,0.0006795873750617077
Aisling Loftus,0.612,5,0,0.001068533608587591,0.0006539425684556056
Sticky Fingaz,0.5399999999999999,5,0,0.001068533608587591,0.000577008148637299
Roberto Enríquez,0.616,5,1,0.001068533608587591,0.000658216702889956
Kate Elliott,0.624,5,1,0.001068533608587591,0.0006667649717586568
Jeffrey Vincent Parise,0.564,5,0,0.001068533608587591,0.0006026529552434012
Jacqueline Giroux,0.398,5,0,0.001068533608587591,0.0004252763762178612
Gigi Proietti,0.618,5,1,0.001068533608587591,0.0006603537701071312
Allan Svensson,0.584,5,0,0.001068533608587591,0.0006240236274151531
Dawn Zulueta,0.524,5,0,0.001068533608587591,0.0005599116108998977
Chris Sullivan,0.594,5,0,0.001068533608587591,0.000634708963501029
Min-Si Go,0.666,5,1,0.001068533608587591,0.0007116433833193356
Kate Drummond,0.648,5,1,0.001068533608587591,0.0006924097783647589
Gigi Orsillo,0.47800000000000004,5,0,0.001068533608587591,0.0005107590649048684
Erika Belle,0.666,5,1,0.001068533608587591,0.0007116433833193356
Billy Porter,0.634,5,1,0.001068533608587591,0.0006774503078445326
Gina Alajar,0.544,5,0,0.001068533608587591,0.0005812822830716495
Christian Chávez,0.71,5,1,0.001068533608587591,0.0007586588620971895
Münir Özkul,0.736,5,1,0.001068533608587591,0.0007864407359204669
Jirí Bartoska,0.608,5,0,0.001068533608587591,0.0006496684340212553
Fardeen Khan,0.488,5,0,0.001068533608587591,0.0005214444009907443
Margaret Hamilton,0.646,5,1,0.001068533608587591,0.0006902727111475838
Mehmet Kurtulus,0.638,5,1,0.001068533608587591,0.000681724442278883
Thomas Trabacchi,0.6039999999999999,5,0,0.001068533608587591,0.0006453942995869047
Thomas Thieme,0.618,5,1,0.001068533608587591,0.0006603537701071312
Jaime Lyn Beatty,0.8539999999999999,5,1,0.001068533608587591,0.0009125277017338025
N'Bushe Wright,0.6140000000000001,5,1,0.001068533608587591,0.000656079635672781
Amin Tarokh,0.712,5,1,0.001068533608587591,0.0007607959293143647
Jaime Winstone,0.6140000000000001,5,1,0.001068533608587591,0.000656079635672781
Jela Cuenca,0.526,5,0,0.001068533608587591,0.0005620486781170728
Masahiko Tsugawa,0.5780000000000001,5,0,0.001068533608587591,0.0006176124257636276
Masahiko Tanaka,0.7020000000000001,5,1,0.001068533608587591,0.0007501105932284889
Masaharu Fukuyama,0.6439999999999999,5,1,0.001068533608587591,0.0006881356439304084
Dawei Liang,0.752,5,1,0.001068533608587591,0.0008035372736578684
Raghu Babu,0.47800000000000004,5,0,0.001068533608587591,0.0005107590649048684
Ajita Wilson,0.366,5,0,0.001068533608587591,0.00039108330074305825
Raghuvaran,0.7220000000000001,5,1,0.001068533608587591,0.0007714812654002407
Luna Blaise,0.672,5,1,0.001068533608587591,0.0007180545849708611
Jerzy Trela,0.63,5,1,0.001068533608587591,0.0006731761734101823
Itzik Cohen,0.656,5,1,0.001068533608587591,0.0007009580472334597
Mia Isaac,0.53,5,0,0.001068533608587591,0.0005663228125514232
Itziar Ituño,0.7140000000000001,5,1,0.001068533608587591,0.00076293299653154
María Rojo,0.692,5,1,0.001068533608587591,0.0007394252571426128
Nicholas Tucci,0.514,5,0,0.001068533608587591,0.0005492262748140217
Stanley Brown,0.6,5,0,0.001068533608587591,0.0006411201651525545
Josephine Park,0.6,5,0,0.001068533608587591,0.0006411201651525545
Sampath Raj,0.5599999999999999,5,0,0.001068533608587591,0.0005983788208090508
Roberto Sosa,0.634,5,1,0.001068533608587591,0.0006774503078445326
Bill Foster,0.55,5,0,0.001068533608587591,0.000587693484723175
Bill Maynard,0.554,5,0,0.001068533608587591,0.0005919676191575254
Margaret Atwood,0.714,5,1,0.001068533608587591,0.0007629329965315398
Maged El-Kidwani,0.624,5,1,0.001068533608587591,0.0006667649717586568
Bindiya Goswami,0.63,5,1,0.001068533608587591,0.0006731761734101823
Joe Taslim,0.6439999999999999,5,1,0.001068533608587591,0.0006881356439304084
Bing Bai,0.592,5,0,0.001068533608587591,0.0006325718962838537
Wei Fan,0.646,5,1,0.001068533608587591,0.0006902727111475838
Alex House,0.648,5,1,0.001068533608587591,0.0006924097783647589
Srinidhi Shetty,0.718,5,1,0.001068533608587591,0.0007672071309658903
Reece Thompson,0.542,5,0,0.001068533608587591,0.0005791452158544743
Bill Heck,0.628,5,1,0.001068533608587591,0.0006710391061930071
Joe Sims,0.692,5,1,0.001068533608587591,0.0007394252571426128
María Silva,0.46799999999999997,5,0,0.001068533608587591,0.0005000737288189925
Jeffrey Stone,0.508,5,0,0.001068533608587591,0.0005428150731624962
Gigi Edgley,0.5700000000000001,5,0,0.001068533608587591,0.0006090641568949268
Reg Rogers,0.624,5,1,0.001068533608587591,0.0006667649717586568
Reed Birney,0.614,5,1,0.001068533608587591,0.0006560796356727807
Jeffrey Smith,0.6140000000000001,5,1,0.001068533608587591,0.000656079635672781
Ye-ryeon Cha,0.58,5,0,0.001068533608587591,0.0006197494929808027
Ticky Holgado,0.608,5,0,0.001068533608587591,0.0006496684340212553
Nick Brimble,0.588,5,0,0.001068533608587591,0.0006282977618495034
Jenette Goldstein,0.672,5,1,0.001068533608587591,0.0007180545849708611
Chris Squire,0.634,5,1,0.001068533608587591,0.0006774503078445326
Gina Pareño,0.55,5,0,0.001068533608587591,0.000587693484723175
Gina Philips,0.394,5,0,0.001068533608587591,0.0004210022417835108
Jeffrey Quizon,0.63,5,1,0.001068533608587591,0.0006731761734101823
Jaimz Woolvett,0.45200000000000007,5,0,0.001068533608587591,0.00048297719108159114
Yannick van de Velde,0.602,5,0,0.001068533608587591,0.0006432572323697297
Itzan Escamilla,0.62,5,1,0.001068533608587591,0.0006624908373243063
Kate Box,0.74,5,1,0.001068533608587591,0.0007907148703548173
Nao Ômori,0.608,5,0,0.001068533608587591,0.0006496684340212553
